gene	kcore
COQ2	2
COQ3	5
COQ4	3
COQ5	3
COQ6	3
COQ7	2
COQ8A	17
COQ8B	3
COQ9	25
CORIN	5
CORO1A	35
CORO1B	11
CORO1C	10
CORO2A	4
CORO2B	6
CORO6	2
CORO7	2
CORT	14
CORTBP1	4
COTL1	5
COX1	3
COX11	20
COX14	20
COX15	3
COX16	20
COX17	20
COX18	20
COX19	2
COX2	3
COX20	21
COX3	2
COX4I1	21
COX4I2	7
COX4NB	1
COX5A	21
COX5B	36
COX6A1	20
COX6A2	5
COX6B1	20
COX6B2	3
COX6C	20
COX7A1	1
COX7A2	2
COX7A2L	20
COX7B	20
COX7C	20
COX8A	20
CP	8
CPA2	1
CPA3	2
CPA4	3
CPAMD8	2
CPB1	1
CPB2	6
CPD	1
CPE	18
CPEB1	10
CPEB2	4
CPEB3	9
CPEB4	4
CPLANE1	3
CPLANE2	6
CPLX1	27
CPLX2	11
CPLX3	2
CPLX4	30
CPM	3
CPN1	6
CPN2	5
CPNE1	16
CPNE2	23
CPNE3	10
CPNE4	14
CPNE5	1
CPNE6	13
CPNE7	22
CPNE8	2
CPOX	6
CPPED1	1
CPS1	7
CPSF1	160
CPSF2	160
CPSF3	160
CPSF3L	4
CPSF4	160
CPSF6	32
CPSF7	160
CPT1A	31
CPT1B	24
CPT1C	24
CPT2	10
CPTP	6
CPXM1	1
CPXM2	2
CR1	9
CR1L	3
CR2	12
CRABP1	4
CRABP2	13
CRACR2A	29
CRACR2B	11
CRADD	34
CRAMP1	7
CRAT	13
CRB1	4
CRB2	3
CRB3	25
CRBN	17
CRCP	32
CRCT1	38
CREB1	66
CREB3	55
CREB3L1	55
CREB3L2	53
CREB3L3	53
CREB3L4	52
CREB5	56
CREBBP	69
CREBL2	5
CREBRF	10
CREBZF	14
CREG1	7
CRELD1	13
CRELD2	24
CREM	50
CRH	25
CRHBP	4
CRHR1	14
CRHR2	7
CRIM1	2
CRIP1	6
CRIP2	16
CRIP3	2
CRIPAK	3
CRIPT	14
CRISP2	1
CRISP3	2
CRK	105
CRKL	64
CRLF1	8
CRLF2	52
CRLF3	17
CRLS1	2
CRMP1	42
CRN	8
CRNKL1	160
CRNN	3
CROCC	2
CROCCP2	1
CROP	1
CROT	10
CRP	93
CRSP9	1
CRTAC1	4
CRTAM	2
CRTAP	36
CRTC1	24
CRTC2	44
CRTC3	17
CRX	43
CRY1	49
CRY2	49
CRYAA	14
CRYAA2	6
CRYAB	38
CRYBA1	18
CRYBA2	24
CRYBA4	4
CRYBB1	9
CRYBB2	7
CRYBB3	4
CRYGA	5
CRYGB	1
CRYGC	6
CRYGD	3
CRYGS	4
CRYL1	1
CRYM	4
CRYZ	3
CS	11
CSAD	12
CSDA	6
CSDC2	4
CSDE1	13
CSE1L	21
CSF1	47
CSF1R	62
CSF2	57
CSF2RA	55
CSF2RB	55
CSF3	52
CSF3R	52
CSGALNACT1	9
CSGALNACT2	22
CSH1	52
CSH2	52
CSHL1	6
CSK	64
CSKMT	6
CSMD2	5
CSN1S1	5
CSN2	16
CSN3	9
CSNK1A1	75
CSNK1A1L	49
CSNK1D	93
CSNK1E	93
CSNK1G1	31
CSNK1G2	49
CSNK1G3	49
CSNK2A1	67
CSNK2A2	59
CSNK2A3	23
CSNK2B	64
CSNK2B-LY6G5B-1072	4
CSPG4	19
CSPG5	17
CSPP1	5
CSRNP1	13
CSRNP2	4
CSRNP3	1
CSRP1	12
CSRP2	6
CSRP2BP	2
CSRP3	14
CST1	7
CST2	10
CST3	10
CST4	2
CST5	1
CST6	8
CST7	4
CST9L	9
CSTA	17
CSTB	7
CSTF1	160
CSTF2	160
CSTF2T	160
CSTF3	160
CT45A1	16
CT45A10	7
CT45A3	3
CT45A5	5
CT45A7	1
CT55	23
CTAG1A	38
CTAG1B	40
CTAG2	23
CTAGE1	1
CTBP1	55
CTBP2	50
CTC1	4
CTCF	67
CTCFL	41
CTDNEP1	11
CTDP1	58
CTDSP1	32
CTDSP2	11
CTDSPL	11
CTDSPL2	6
CTF1	49
CTGF	18
CTH	8
CTHRC1	13
CTIF	9
CTLA4	21
CTNNA1	70
CTNNA2	70
CTNNA3	70
CTNNAL1	69
CTNNB1	81
CTNNBIP1	19
CTNNBL1	160
CTNND1	54
CTNND2	25
CTNS	1
CTPS	1
CTPS1	11
CTPS2	6
CTR9	58
CTRB1	6
CTRB2	3
CTRC	16
CTRL	4
CTSA	29
CTSB	36
CTSC	38
CTSD	42
CTSE	6
CTSF	19
CTSG	32
CTSH	21
CTSK	26
CTSL	33
CTSL1	14
CTSO	7
CTSS	36
CTSV	25
CTSW	8
CTSZ	42
CTTN	66
CTTNBP2	12
CTTNBP2NL	9
CTU1	2
CTU2	2
CTXN3	29
CUBN	8
CUEDC1	12
CUEDC2	4
CUGBP1	4
CUGBP2	3
CUL1	85
CUL2	72
CUL3	73
CUL4A	67
CUL4B	66
CUL5	75
CUL7	15
CUL9	18
CUSTOS	1
CUTA	4
CUTC	16
CUX1	28
CUX2	2
CUZD1	1
CWC15	160
CWC22	160
CWC25	160
CWC27	160
CWF19L1	6
CWF19L2	47
CX3CL1	46
CX3CR1	46
CXADR	11
CXCL1	46
CXCL10	45
CXCL11	38
CXCL12	47
CXCL13	33
CXCL14	21
CXCL16	43
CXCL2	44
CXCL3	41
CXCL5	37
CXCL6	27
CXCL8	59
CXCL9	46
CXCR1	48
CXCR2	46
CXCR3	46
CXCR4	59
CXCR5	46
CXCR6	46
CXORF56	3
CXXC1	17
CXXC4	4
CXXC5	12
CXorf15	1
CXorf26	2
CXorf27	1
CXorf38	4
CXorf40A	1
CXorf51A	1
CXorf51B	1
CXorf56	4
CXorf66	11
CYB561	30
CYB561A3	18
CYB561D1	3
CYB561D2	17
CYB5A	21
CYB5B	29
CYB5D2	2
CYB5R1	10
CYB5R2	19
CYB5R3	30
CYB5R4	2
CYB5RL	2
CYBA	32
CYBB	36
CYBC1	30
CYBRD1	17
CYC1	19
CYCS	36
CYFIP1	37
CYFIP2	36
CYGB	4
CYHR1	13
CYLC1	1
CYLC2	10
CYLD	38
CYP11A1	11
CYP11B1	17
CYP11B2	16
CYP17A1	30
CYP19A1	16
CYP1A1	17
CYP1A2	16
CYP1B1	17
CYP21A2	18
CYP24A1	4
CYP26A1	2
CYP26B1	2
CYP26C1	2
CYP27A1	11
CYP27B1	12
CYP27C1	1
CYP2A13	14
CYP2A6	14
CYP2A7	1
CYP2B6	1
CYP2C18	16
CYP2C19	16
CYP2C8	17
CYP2C9	16
CYP2D6	1
CYP2D7	1
CYP2E1	16
CYP2F1	1
CYP2J2	2
CYP2S1	3
CYP2W1	2
CYP39A1	4
CYP3A4	16
CYP3A5	3
CYP3A7	6
CYP46A1	1
CYP4A11	11
CYP4A22	5
CYP4F11	2
CYP4F12	5
CYP4F2	28
CYP4F22	4
CYP4V2	1
CYP51A1	3
CYP7A1	9
CYP7B1	4
CYP8B1	4
CYR61	2
CYREN	3
CYRIB	1
CYRN2	1
CYS1	2
CYSLTR1	39
CYSLTR2	44
CYSRT1	52
CYSTM1	2
CYTH1	12
CYTH2	28
CYTH3	10
CYTH4	23
CYTIP	8
CYTSA	1
CZIB	2
D1MPS6	3
D2HGDH	1
D3YTE0	1
D6RJ03	6
DAAM1	8
DAAM2	18
DAB1	47
DAB2	66
DAB2IP	19
DACH1	27
DACH2	8
DACT1	22
DACT2	5
DACT3	15
DAD1	9
DAG1	38
DAGLA	10
DAGLB	3
DALRD3	12
DAO	9
DAOA	1
DAP	3
DAP3	86
DAPK1	20
DAPK2	10
DAPK3	24
DAPL1	5
DAPP1	33
DARC	8
DARS	23
DARS1	17
DARS2	20
DAXX	59
DAZ1	7
DAZ2	3
DAZ3	3
DAZ4	6
DAZAP1	7
DAZAP2	47
DAZL	6
DBC1	1
DBF4	37
DBF4B	32
DBH	5
DBI	15
DBN1	29
DBNDD2	1
DBNL	33
DBP	18
DBR1	4
DBT	7
DBX1	2
DBX2	1
DC-UBP	1
DCAF1	27
DCAF10	21
DCAF11	29
DCAF12	4
DCAF12L1	1
DCAF13	62
DCAF15	3
DCAF16	21
DCAF17	18
DCAF4	19
DCAF4L2	1
DCAF5	19
DCAF6	33
DCAF7	37
DCAF8	26
DCANP1	3
DCBLD2	7
DCC	36
DCD	4
DCDC2	17
DCDC2B	10
DCHS1	70
DCHS2	4
DCK	8
DCLK1	13
DCLK2	3
DCLK3	1
DCLRE1A	31
DCLRE1B	3
DCLRE1C	26
DCN	44
DCP1A	107
DCP1B	20
DCP2	28
DCPS	11
DCSTAMP	1
DCT	3
DCTD	11
DCTN1	93
DCTN2	93
DCTN3	93
DCTN4	62
DCTN5	62
DCTN6	62
DCTPP1	11
DCUN1D1	69
DCUN1D2	10
DCUN1D3	56
DCUN1D4	4
DCUN1D5	7
DCX	30
DCXR	3
DDA1	24
DDAH1	2
DDAH2	30
DDB1	71
DDB2	62
DDC	5
DDHD1	3
DDHD2	3
DDI1	28
DDI2	14
DDIAS	2
DDIT3	52
DDIT4	19
DDIT4L	45
DDN	1
DDO	7
DDOST	97
DDR1	20
DDR2	18
DDRGK1	8
DDT	2
DDX1	31
DDX10	6
DDX11	24
DDX11L8	16
DDX12P	16
DDX17	60
DDX18	13
DDX19A	5
DDX19B	11
DDX20	54
DDX21	48
DDX23	160
DDX24	30
DDX25	2
DDX27	19
DDX28	3
DDX31	1
DDX39	5
DDX39A	63
DDX39B	64
DDX3X	52
DDX3Y	2
DDX4	13
DDX41	29
DDX42	160
DDX43	3
DDX46	160
DDX47	62
DDX49	62
DDX5	160
DDX50	3
DDX51	2
DDX52	62
DDX54	26
DDX55	9
DDX56	22
DDX58	40
DDX6	45
DDX60	8
DEAF1	22
DEC1	9
DECR	2
DECR2	11
DEDD	13
DEDD2	11
DEF6	28
DEF8	6
DEFA1	8
DEFA1B	4
DEFA3	6
DEFA4	4
DEFA5	6
DEFA6	6
DEFB1	6
DEFB103A	14
DEFB103B	9
DEFB104A	2
DEFB105A	1
DEFB105B	1
DEFB108B	3
DEFB112	3
DEFB115	2
DEFB118	1
DEFB121	8
DEFB124	2
DEFB127	12
DEFB128	1
DEFB129	1
DEFB131A	1
DEFB132	1
DEFB4	2
DEFB4A	3
DEFB4B	1
DEGS1	4
DEK	50
DELE1	2
DENND10	2
DENND10P1	2
DENND11	1
DENND1A	17
DENND1B	6
DENND1C	6
DENND2A	6
DENND2B	1
DENND2C	1
DENND2D	1
DENND3	6
DENND4A	14
DENND4B	5
DENND4C	7
DENND5A	9
DENND5B	5
DENND6A	5
DENND6B	5
DENR	3
DEPDC1	2
DEPDC1B	20
DEPDC5	48
DEPDC7	20
DEPP1	10
DEPTOR	32
DERA	2
DERL1	29
DERL2	21
DERL3	18
DERPC	1
DES	38
DESI1	20
DESI2	10
DET1	12
DEUP1	36
DEXI	8
DF	1
DFFA	16
DFFB	14
DFNA5	1
DFNB31	5
DGAT1	5
DGAT2	3
DGAT2L6	26
DGCR14	1
DGCR2	6
DGCR6	40
DGCR6L	22
DGCR8	7
DGKA	16
DGKB	13
DGKD	18
DGKE	14
DGKG	13
DGKH	14
DGKI	13
DGKK	13
DGKQ	19
DGKZ	22
DGLUCY	1
DGUOK	1
DHCR24	3
DHCR7	5
DHDDS	3
DHFR	10
DHFR2	1
DHH	8
DHODH	5
DHPS	16
DHRS1	26
DHRS11	1
DHRS2	13
DHRS4	6
DHRS4L2	1
DHRS7	2
DHRS7B	1
DHRS9	1
DHRSX	18
DHTKD1	5
DHX15	160
DHX16	160
DHX29	3
DHX30	14
DHX32	1
DHX33	3
DHX34	4
DHX36	19
DHX37	62
DHX38	160
DHX40	2
DHX57	21
DHX58	23
DHX8	17
DHX9	160
DIABLO	29
DIAPH1	36
DIAPH2	87
DIAPH3	9
DICER1	19
DIDO1	29
DIEXF	62
DIMT1	5
DIMT1L	1
DIO2	3
DIP2A	22
DIP2C	1
DIPK1B	1
DIRAS1	4
DIRAS2	5
DIRAS3	12
DIS3	26
DIS3L	12
DIS3L2	15
DISC1	54
DISP1	3
DISP2	2
DISP3	6
DIXDC1	24
DKC1	42
DKFZP313C0640	1
DKFZP313J1712	3
DKFZP313N0733	1
DKFZP313O211	2
DKFZP434A0427	4
DKFZP434C1615	1
DKFZP434D1428	1
DKFZP434F0116	1
DKFZP434G0715	1
DKFZP434G1621	2
DKFZP434G2016	5
DKFZP434G247	1
DKFZP434H018	3
DKFZP434I0812	10
DKFZP434J1672	1
DKFZP434K0126	19
DKFZP434K0926	3
DKFZP434L0816	2
DKFZP434M052	4
DKFZP434N1728	1
DKFZP434N181	27
DKFZP434N1827	2
DKFZP451F1115	4
DKFZP451L0319	1
DKFZP451O0517	49
DKFZP547I014	1
DKFZP547P1613	1
DKFZP564A2282	41
DKFZP564B112	1
DKFZP564B147	2
DKFZP564J0123	2
DKFZP564M2422	3
DKFZP564P2062	1
DKFZP564P2364	24
DKFZP566C233	1
DKFZP566D133	12
DKFZP566E044	2
DKFZP586A1021	1
DKFZP586H0919	33
DKFZP586I1223	1
DKFZP586J0119	1
DKFZP586L2318	3
DKFZP586M1622	19
DKFZP586M1819	1
DKFZP586M2023	1
DKFZP666E157	2
DKFZP666F1010	10
DKFZP666G145	2
DKFZP666H126	18
DKFZP666M044	2
DKFZP666O0110	57
DKFZP667A016	8
DKFZP667O202	4
DKFZP686A01208	6
DKFZP686A03134	8
DKFZP686A11192	1
DKFZP686A1195	27
DKFZP686A1782	4
DKFZP686A24188	8
DKFZP686B23205	11
DKFZP686C21148	6
DKFZP686D0638	17
DKFZP686D0714	8
DKFZP686D0880	1
DKFZP686D09174	32
DKFZP686D10173	11
DKFZP686E07254	3
DKFZP686E10210	2
DKFZP686E1183	2
DKFZP686E191	2
DKFZP686E23209	1
DKFZP686F17268	1
DKFZP686F1789	1
DKFZP686G10254	1
DKFZP686G11190	1
DKFZP686G14213	14
DKFZP686G1646	1
DKFZP686G1650	3
DKFZP686G18222	1
DKFZP686H05229	9
DKFZP686I05169	1
DKFZP686I0746	2
DKFZP686I15212	1
DKFZP686I24235	16
DKFZP686J04131	22
DKFZP686J08252	20
DKFZP686J1372	4
DKFZP686J1568	4
DKFZP686J1569	3
DKFZP686K03196	1
DKFZP686K04147	26
DKFZP686K08123	2
DKFZP686L02273	1
DKFZP686L0787	2
DKFZP686L0869	7
DKFZP686L17145	7
DKFZP686L18142	2
DKFZP686L1857	37
DKFZP686L20222	40
DKFZP686M05248	1
DKFZP686M09245	1
DKFZP686M216	2
DKFZP686N0561	25
DKFZP686N1815	1
DKFZP686N18198	2
DKFZP686N1969	8
DKFZP686N224	1
DKFZP686N2325	50
DKFZP686O0451	5
DKFZP686O088	2
DKFZP686O1117	2
DKFZP686O12165	32
DKFZP686O1553	2
DKFZP686O2142	2
DKFZP686P15220	4
DKFZP686P1551	5
DKFZP686P16143	1
DKFZP686P168	1
DKFZP686P17171	1
DKFZP686P1738	3
DKFZP727A051	9
DKFZP761C0417	12
DKFZP761G0818	2
DKFZP761H087	5
DKFZP761H172	2
DKFZP761I2124	3
DKFZP761N1814	3
DKFZP762B153	24
DKFZP762E1511	21
DKFZP762F2011	3
DKFZP762F247	3
DKFZP762H177	31
DKFZP762K123	4
DKFZP762M013	8
DKFZP762N1113	2
DKFZP779G118	7
DKFZP779O2152	4
DKFZP779P0659	7
DKFZP781A0295	2
DKFZP781A0677	2
DKFZP781F1414	8
DKFZP781H1425	1
DKFZP781H1715	45
DKFZP781I1140	1
DKFZP781J1951	25
DKFZP781K2028	5
DKFZP781L0540	1
DKFZP781N011	24
DKFZP781N0293	5
DKFZP781O1323	22
DKK1	42
DKK2	33
DKK3	14
DKK4	33
DKKL1	4
DLAT	13
DLC1	29
DLD	21
DLEU1	19
DLG1	52
DLG2	44
DLG3	44
DLG4	52
DLG5	21
DLGAP1	31
DLGAP2	30
DLGAP3	29
DLGAP4	34
DLGAP5	10
DLK1	13
DLK2	4
DLL1	24
DLL3	10
DLL4	19
DLST	16
DLX1	12
DLX2	22
DLX3	6
DLX4	15
DLX5	18
DLX6	3
DMA	16
DMAC1	1
DMAC2L	17
DMAP1	37
DMBT1	7
DMBX1	5
DMC1	27
DMD	38
DMKN	6
DMP1	6
DMPK	18
DMRT1	5
DMRT2	19
DMRT3	43
DMRTA1	4
DMRTA2	1
DMRTB1	25
DMRTC2	2
DMTF1	12
DMTN	14
DMWD	5
DMXL1	1
DMXL2	2
DNA2	44
DNAAF2	2
DNAAF4	7
DNAAF5	3
DNAAF6	9
DNAH1	4
DNAH11	1
DNAH17	1
DNAH3	14
DNAH5	16
DNAH7	14
DNAH8	16
DNAI1	2
DNAI2	14
DNAJA1	45
DNAJA2	22
DNAJA3	41
DNAJA4	16
DNAJB1	29
DNAJB11	23
DNAJB12	4
DNAJB13	12
DNAJB14	1
DNAJB2	16
DNAJB3	1
DNAJB4	11
DNAJB5	13
DNAJB6	31
DNAJB8	2
DNAJB9	13
DNAJC1	11
DNAJC10	6
DNAJC11	12
DNAJC13	9
DNAJC14	4
DNAJC15	5
DNAJC17	3
DNAJC19	14
DNAJC2	8
DNAJC21	1
DNAJC22	1
DNAJC24	4
DNAJC27	12
DNAJC28	2
DNAJC3	81
DNAJC30	21
DNAJC4	1
DNAJC5	15
DNAJC5B	1
DNAJC6	66
DNAJC7	20
DNAJC8	160
DNAJC9	12
DNAL1	1
DNAL4	34
DNALI1	6
DNASE1	4
DNASE1L2	2
DNASE1L3	2
DNASE2	4
DNCI1	18
DND1	2
DNER	11
DNHD1	1
DNLZ	1
DNM1	51
DNM1L	21
DNM2	66
DNM3	22
DNMBP	19
DNMT1	49
DNMT3A	48
DNMT3B	35
DNMT3L	22
DNPEP	8
DNPH1	4
DNTT	12
DNTTIP1	12
DNTTIP2	12
DOC-1R	2
DOC2A	6
DOC2B	6
DOCK1	99
DOCK10	7
DOCK11	3
DOCK2	42
DOCK3	14
DOCK4	9
DOCK5	6
DOCK6	2
DOCK7	20
DOCK8	24
DOCK9	12
DOHH	2
DOK1	48
DOK2	42
DOK3	27
DOK4	26
DOK5	22
DOK6	24
DOK7	7
DOLK	14
DOM3Z	7
DONSON	1
DOP1B	1
DOT1L	12
DPAGT1	3
DPCD	4
DPEP1	13
DPEP2NB	9
DPF1	24
DPF2	18
DPF3	39
DPH1	6
DPH2	8
DPH3	8
DPH5	1
DPH6	1
DPH7	1
DPM1	6
DPM2	6
DPM3	6
DPP3	11
DPP4	20
DPP6	1
DPP7	2
DPP8	2
DPPA2	18
DPPA3	13
DPPA4	27
DPT	6
DPY30	33
DPYD	2
DPYS	6
DPYSL2	26
DPYSL3	22
DPYSL4	21
DPYSL5	20
DR1	21
DRAM1	7
DRAM2	2
DRAP1	31
DRAXIN	3
DRC3	1
DRC7	2
DRD1	41
DRD2	46
DRD3	45
DRD4	45
DRD5	42
DRG1	16
DRG2	6
DRICH1	4
DROSHA	15
DRP2	4
DSC1	12
DSC2	12
DSC3	13
DSCAM	10
DSCAML1	3
DSCC1	6
DSCR8	2
DSE	9
DSEL	7
DSG1	13
DSG2	13
DSG3	13
DSG4	12
DSN1	96
DSP	25
DSPP	5
DST	34
DSTN	12
DSTYK	4
DTD1	1
DTGCU2	9
DTHD1	8
DTL	41
DTNA	13
DTNB	38
DTNBP1	34
DTX1	34
DTX2	42
DTX3	34
DTX3L	85
DTX4	14
DTYMK	2
DUB1	3
DUOX1	2
DUOX2	2
DUOXA1	1
DUOXA2	2
DUPD1	14
DUS1L	5
DUS2	5
DUS2L	1
DUS3L	1
DUSP1	35
DUSP10	21
DUSP11	4
DUSP12	22
DUSP13	16
DUSP14	11
DUSP15	8
DUSP16	12
DUSP18	10
DUSP19	17
DUSP2	13
DUSP21	29
DUSP22	19
DUSP23	22
DUSP26	9
DUSP28	4
DUSP3	25
DUSP4	25
DUSP5	12
DUSP6	24
DUSP7	18
DUSP8	13
DUSP9	18
DUT	11
DUX1	3
DUX4	5
DUX4L9	3
DVL1	70
DVL1P1	24
DVL2	81
DVL3	77
DXO	8
DYDC1	29
DYDC2	4
DYM	1
DYNC1H1	96
DYNC1I1	96
DYNC1I2	96
DYNC1LI1	96
DYNC1LI2	96
DYNC2H1	34
DYNC2LI1	33
DYNLL1	96
DYNLL2	96
DYNLRB1	33
DYNLRB2	33
DYNLT1	38
DYNLT3	19
DYR	2
DYRK1A	33
DYRK1B	16
DYRK2	23
DYRK3	6
DYRK4	5
DYSF	30
DYX1C1	2
DZANK1	1
DZIP1	20
DZIP1L	9
DZIP3	32
E2F1	65
E2F2	43
E2F3	45
E2F4	54
E2F5	29
E2F6	48
E2F7	11
E2F8	10
E2K	3
E2PSM9	1
E3W975	1
E4F1	13
E5KN15	1
E5KN55	6
E5KQS5	2
E5KR06	13
E5KSY5	3
E5RJ89	4
E7EMC3	1
E7EME8	1
E7EMG6	2
E7EMX6	3
E7EMX7	1
E7EPF0	1
E7ERL9	1
E7ETK2	7
E7ETM7	3
E7ETX1	1
E9KL30	7
E9KL35	15
E9KL44	5
E9PAT2	1
E9PBI4	1
E9PBK3	9
E9PC28	1
E9PC93	1
E9PCE5	1
E9PEY5	2
E9PGM5	3
E9PMF2	2
EAB1	4
EAF1	58
EAF2	58
EAPP	5
EBAG9	22
EBF1	61
EBF2	15
EBF3	18
EBF4	12
EBI3	26
EBNA1BP2	28
EBP	33
EBPL	2
ECD	29
ECE1	14
ECE2	5
ECEL1	4
ECH1	18
ECHDC1	1
ECHDC2	2
ECHS1	10
ECI1	3
ECI2	10
ECM1	34
ECM2	1
ECPAS	24
ECRG4	1
ECSCR	2
ECSIT	53
ECT2	35
EDA	19
EDA2R	15
EDAR	15
EDARADD	21
EDC3	22
EDC4	17
EDDM3A	1
EDDM3B	19
EDEM1	7
EDEM2	1
EDF1	23
EDG2	1
EDIL3	4
EDN1	56
EDN2	28
EDN3	28
EDNRA	43
EDNRB	32
EDRF1	13
EEA1	18
EECP	1
EED	62
EEF1A1	93
EEF1A1P5	1
EEF1A2	30
EEF1AKMT1	2
EEF1AKMT2	1
EEF1AKMT3	5
EEF1AKMT4-ECE2	4
EEF1AKNMT	4
EEF1B2	28
EEF1D	36
EEF1DP3	1
EEF1E1	17
EEF1G	51
EEF2	86
EEF2K	26
EEF2KMT	11
EEFSEC	81
EEPD1	1
EFCAB11	2
EFCAB12	1
EFCAB2	5
EFCAB3	9
EFCAB4B	2
EFCAB6	3
EFCAB7	5
EFCC1	1
EFEMP1	33
EFEMP2	45
EFHA1	1
EFHB	1
EFHC1	32
EFHC2	44
EFHD1	2
EFHD2	3
EFL1	1
EFNA1	58
EFNA2	39
EFNA3	40
EFNA4	39
EFNA5	44
EFNB1	51
EFNB2	45
EFNB3	43
EFR3B	1
EFS	31
EFTUD2	160
EGF	66
EGFL6	3
EGFL7	12
EGFL8	3
EGFR	83
EGLN1	64
EGLN2	18
EGLN3	66
EGR1	67
EGR2	56
EGR3	17
EGR4	9
EHBP1	3
EHBP1L1	1
EHD1	30
EHD2	19
EHD3	9
EHD4	9
EHF	21
EHHADH	42
EHMT1	49
EHMT2	55
EI24	9
EID1	16
EID2	10
EID2B	9
EID3	14
EIF1	21
EIF1AD	24
EIF1AX	85
EIF1AY	15
EIF1B	23
EIF2A	7
EIF2AK1	17
EIF2AK2	52
EIF2AK3	24
EIF2AK4	85
EIF2B1	19
EIF2B2	16
EIF2B3	12
EIF2B4	8
EIF2B5	18
EIF2C1	4
EIF2C2	17
EIF2D	3
EIF2S1	85
EIF2S2	85
EIF2S3	85
EIF2S3B	14
EIF3A	59
EIF3B	59
EIF3C	59
EIF3CL	22
EIF3D	59
EIF3E	59
EIF3F	74
EIF3G	59
EIF3H	59
EIF3I	59
EIF3J	59
EIF3K	59
EIF3L	59
EIF3M	59
EIF3S6	1
EIF3S8	5
EIF3S9	5
EIF4A1	61
EIF4A2	59
EIF4A3	160
EIF4B	59
EIF4E	79
EIF4E1B	9
EIF4E2	41
EIF4E3	11
EIF4EBP1	41
EIF4EBP2	13
EIF4EBP3	2
EIF4ENIF1	30
EIF4G1	107
EIF4G2	41
EIF4G3	15
EIF4H	59
EIF5	59
EIF5A	17
EIF5A2	11
EIF5AL1	6
EIF5B	81
EIF6	45
EIPR1	13
EL52	13
ELA2B	1
ELAC2	10
ELANE	33
ELAPOR1	1
ELAVL1	160
ELAVL2	160
ELAVL3	11
ELAVL4	5
ELF1	43
ELF2	10
ELF3	35
ELF4	15
ELF5	23
ELK1	56
ELK3	20
ELK4	29
ELL	72
ELL2	71
ELL3	72
ELMO1	100
ELMO2	96
ELMO3	2
ELMOD1	1
ELMOD2	1
ELMOD3	1
ELMSAN1	3
ELN	16
ELOA	58
ELOA2	58
ELOA3	54
ELOA3B	4
ELOA3C	4
ELOA3D	4
ELOB	78
ELOC	78
ELOF1	7
ELOVL1	1
ELOVL2	5
ELOVL3	2
ELOVL4	30
ELOVL5	14
ELOVL6	4
ELOVL7	12
ELP1	16
ELP2	13
ELP3	7
ELP4	6
ELP5	6
ELP6	6
ELSPBP1	6
EMB	2
EMC1	1
EMC2	7
EMC3	3
EMC4	3
EMC6	19
EMC7	8
EMC8	1
EMC9	2
EMCN	3
EMD	40
EME1	40
EME2	2
EMG1	62
EMID1	3
EMID2	3
EMILIN1	20
EMILIN2	3
EMILIN3	7
EML1	4
EML2	8
EML3	3
EML4	91
EMP1	30
EMP2	11
EMP3	26
EMS1	2
EMSY	15
EMX1	15
EMX2	10
EN1	7
EN2	4
ENAH	27
ENAM	4
ENC1	13
ENDOD1	1
ENDOG	9
ENDOV	2
ENG	34
ENGASE	5
ENKD1	49
ENKUR	1
ENO1	49
ENO2	36
ENO3	34
ENO4	20
ENOPH1	4
ENOX1	12
ENOX2	15
ENPEP	2
ENPP1	1
ENPP2	3
ENPP4	2
ENPP6	1
ENPP7	5
ENSA	10
ENTHD1	1
ENTPD1	6
ENTPD2	2
ENTPD3	17
ENTPD4	1
ENTPD5	2
ENTPD6	2
ENTPD8	6
ENTR1	9
ENY2	21
EOGT	3
EOMES	9
EP300	81
EP400	32
EPAS1	69
EPB41	37
EPB41L1	30
EPB41L2	23
EPB41L3	24
EPB41L4A	1
EPB41L4B	5
EPB41L5	13
EPB42	9
EPB49	9
EPC1	29
EPC2	6
EPCAM	4
EPDR1	13
EPG5	2
EPGN	66
EPHA1	35
EPHA10	26
EPHA2	64
EPHA3	36
EPHA4	38
EPHA5	33
EPHA6	33
EPHA7	33
EPHA8	29
EPHB1	49
EPHB2	51
EPHB3	39
EPHB4	40
EPHB6	43
EPHX1	16
EPHX2	10
EPHX4	1
EPM2A	12
EPM2AIP1	29
EPN1	66
EPN2	66
EPN3	19
EPO	61
EPOP	4
EPOR	57
EPPIN	3
EPPK1	7
EPR1	2
EPRS	31
EPRS1	23
EPS15	66
EPS15L1	66
EPS8	38
EPS8L1	7
EPS8L2	5
EPSTI1	13
EPX	10
EPYC	2
ERAF	4
ERAL1	86
ERAP1	3
ERAP2	1
ERAS	4
ERBB2	66
ERBB2IP	16
ERBB3	66
ERBB4	66
ERBIN	35
ERC1	23
ERC2	6
ERCC1	62
ERCC2	71
ERCC3	72
ERCC4	62
ERCC5	62
ERCC6	66
ERCC6L	96
ERCC6L2	2
ERCC8	62
EREG	66
ERF	14
ERG	17
ERG28	38
ERGIC1	2
ERGIC2	1
ERGIC3	32
ERH	29
ERI1	24
ERI3	3
ERICH1	1
ERICH2	4
ERICH4	2
ERICH5	1
ERLEC1	18
ERLIN1	21
ERLIN2	22
ERMAP	6
ERMN	13
ERMP1	23
ERN1	28
ERN2	5
ERO1A	13
ERO1B	9
ERO1L	4
ERO1LB	2
ERP27	10
ERP29	20
ERP44	5
ERRFI1	17
ERVFRD-1	11
ERVK3-1	1
ERVV-1	1
ERVWE1	1
ESAM	3
