gene	bridging
USP18	5.9306151394720315e-06
Q9Y5B2	0.0
PRNP	1.5612201281794352e-06
HMOX1	4.0626292491585675e-06
ALDH3A2	1.5892209671066422e-06
CYB5A	2.4265208603849416e-06
OTOF	2.487312651868647e-07
SEC61B	8.761628895217965e-07
SEC61G	1.7912614187823312e-06
SERP1	1.3710495409174966e-06
DNAJC5	1.6415764374550442e-06
RNF185	2.8336250750090623e-06
STX5	1.1193621660267256e-06
UBE2J2	1.969844786371311e-06
VAPA	1.3475739255411376e-06
PRKDC	1.2821761799602604e-06
PARP1	8.077286198665695e-07
CASP9	1.277586222342369e-06
RAB27A	1.6607685177521586e-06
PRF1	5.475870891179451e-06
DFFA	2.3434515624656648e-06
UBE4B	1.5320523907110047e-06
XRCC4	2.051197840989914e-06
SERPINB9	9.785056006889963e-07
UBE4A	1.0161228080059843e-06
CASP10	8.208906114780766e-07
SSB	7.279274275476144e-07
MCL1	2.2301143477628647e-06
NOTCH1	1.3311253534434084e-06
XIAP	9.671006698432713e-07
BIRC2	7.02996760708876e-07
BIRC3	4.891107094341228e-07
PARP2	7.575425830222375e-07
TUBA1B	1.5178807661723143e-06
TUBA3D	7.59436266180092e-07
TUBA8	5.35476141054598e-07
TUBAL3	3.483647335508719e-07
ELANE	8.165787923375481e-07
LMNB2	7.917444389016344e-07
PARP3	4.0879959232837774e-06
PARP4	7.673175237934313e-07
KLK3	9.489937086045397e-07
PON1	2.007468557883198e-05
RBP4	3.2413148333542094e-06
ST13	3.5339717693166903e-06
CUBN	5.511379998887604e-06
F7	5.473199438817119e-07
FCGRT	2.667453055260634e-06
HNF1A	1.069850922786899e-06
CRYAA	1.478487054260438e-06
AGA	3.59094031298084e-06
ORM1	1.5477238564453002e-06
APOA1	1.8625415500451518e-06
ABCC3	0.0
APOC1	9.455727222701952e-07
APOC2	4.3250658408044097e-07
APOC3	2.2659234234525148e-06
CRYAB	3.41271766917216e-06
FABP6	3.9772861266681445e-06
FGA	1.5040506398034683e-06
FOXA3	1.4736228956129638e-06
HBA1	2.303931285628264e-06
HPX	8.861968953626192e-07
KRT1	1.9658544245638986e-06
PALB2	3.5025513703048816e-07
SETX	1.979937776473188e-06
SLC10A1	5.555129484689467e-07
SLCO1A2	2.3514864990150697e-06
SLCO1B1	4.3775212170333156e-07
SLCO1B3	4.3775212170333156e-07
PLG	1.0544613897918952e-06
SERPINA1	1.909844835895131e-06
BCAN	2.4466460332717277e-07
HAPLN1	3.4109391066886937e-06
TNFSF11	1.190458631752842e-06
CD151	1.8277635696383975e-06
TFPI	1.2378322406301287e-06
DCN	2.6184678300556268e-06
MBP	2.0835027392396086e-06
MMP3	1.9315092377176283e-06
BDNF	1.55787474283687e-06
CTSK	9.841965215307562e-07
CTSV	1.1085111629108786e-06
DKFZP586H0919	4.432549573322088e-07
ETV4	1.3967457748166447e-06
FURIN	1.2584271772283583e-06
LEF1	9.24467383478521e-07
NID1	4.524648517231788e-07
OPTC	1.1328904739341105e-06
PRSS1	3.5508474160904335e-06
SDC1	1.0501037819927156e-06
TCF7	4.577441942404459e-07
TCF7L1	3.2416806023676633e-07
TCF7L2	1.077312628557322e-06
TNF	1.0926636945971245e-06
TNFSF14	1.8391497813645816e-06
CD82	3.3900079899905295e-06
CD38	5.166570243298231e-06
CD28	1.0463013164138871e-06
DPP4	2.3093811112279684e-06
PIP	2.5585804616205394e-06
PI4KA	1.8916669752300806e-06
SPG21	1.2762542528272122e-06
MARCH4	0.0
CTSD	1.8452851467127884e-06
TNFRSF10A	1.4098860032849427e-06
KCNAB2	1.5369980330627997e-06
FCGR3A	4.449287985336972e-07
IL2RA	2.986550838571438e-07
LGALS1	3.833071786188586e-06
CD5	2.1130673471903274e-06
INPPL1	5.830775896001595e-07
ABCB1	3.7703405384750436e-06
UBL7	3.0146614336384446e-06
ATP6V1H	5.648926705737892e-07
BTRC	7.943545754546148e-07
CD101	6.293646916350482e-07
CD274	7.906292506860411e-07
CD3E	8.221891707501325e-07
CD80	7.930728975892206e-07
CD86	1.648479499270739e-06
CD8A	6.978031890296316e-07
CSF1R	4.2094545162656794e-07
DBNL	2.319098192056476e-06
DEFA1	2.5097865541495003e-06
DEFA3	5.8125255205986635e-06
DKFZP781N011	3.7648563847320974e-07
DMA	1.2917820437484201e-06
FBXW11	4.988380194087281e-07
FCGR3B	1.90980677743676e-06
GALR2	1.7273086202576316e-07
GRAP2	1.1214200667648834e-06
HDAC2	5.397614495327774e-07
HLA-DMB	2.399715978384274e-06
HLA-DOA	5.935590321056349e-07
HLA-DOB	2.6821458913316826e-07
IL12B	6.322303891689702e-07
IL12RB1	2.780185703624755e-07
IL12RB2	1.8807756705884999e-07
ITK	4.069716689211398e-07
LILRA1	2.923048387663984e-07
MAP4K1	1.331230955130787e-06
MYB	9.5784947297211e-07
PAG1	5.954392346015982e-07
PDCD1	7.801947556235213e-07
PDCD1LG2	1.0746282609666404e-06
PRKCQ	8.461353903357782e-07
PSMA1	9.340362135796641e-07
PSMA2	3.5150151248009226e-07
PSMA3	4.85304088007632e-07
PSMA4	5.218612123880463e-07
PSMA5	4.736337494375108e-07
PSMA6	5.382905145243663e-07
PSMA7	4.321760176111503e-07
PSMA8	2.269952616623865e-07
PSMB1	8.08682460421194e-07
PSMB11	3.138510965582974e-07
PSMB2	3.938550723678268e-07
PSMB4	7.45644197951948e-07
PSMB5	6.838752678962328e-07
PSMB6	3.0695916439198496e-07
PSMB7	3.4326068620701514e-07
PSMB8	6.837489943108464e-07
PSMB9	7.520584501236308e-07
PSMC1	6.191531416242307e-07
PSMC6	5.036928538565152e-07
PSMD1	3.12457333833986e-07
PSMD10	4.211169564938005e-07
PSMD11	7.827412371751046e-07
PSMD12	2.449875042716539e-07
PSMD13	2.2748678432211886e-07
PSMD14	5.513030502250645e-07
PSMD3	6.50796890029339e-07
PSMD4	6.721176802364241e-07
PSMD5	2.8005821947253647e-07
PSMD6	3.854962408503239e-07
PSMD7	3.6473991941327743e-07
PSMD8	4.057870037305893e-07
PSMD9	5.204747153438445e-07
PSME2	4.3739654482437084e-07
PSME3	8.452053563383101e-07
PSME4	2.9896994018264474e-07
PSMF1	9.034809081403098e-07
PTPN22	4.820118394777088e-07
PTPRJ	8.476742789626572e-07
RGS1	1.7389955231244371e-06
RUNX1	9.036903563271733e-07
SEM1	3.206898567079003e-07
SH3BP2	7.160494607426326e-07
SHC1	5.582872153921821e-07
SLA2	3.571192005475841e-07
STAT4	4.480293006762309e-07
TBX21	1.007803878867485e-06
TRAC	2.300596537280879e-06
TRAV19	9.199888771427967e-08
TRAV29DV5	2.2757791267615416e-07
TRAV3	2.8563816990315553e-07
TRAV8-4	9.199888771427967e-08
TRB	1.1677746063918813e-06
TRBC1	3.135686288596949e-07
TRBV12-3	9.652000713398503e-08
TRBV7-9	9.652000713398503e-08
ZAP70	5.410197704412782e-07
SMURF2	6.668796912756266e-07
CLU	2.799927447457469e-06
FKBP1A	1.3849427717101646e-06
TGFB2	8.589873951790604e-07
TGFB3	8.434865859833502e-07
AMHR2	9.009062155438383e-07
TGFBRAP1	1.6781238695354567e-06
SNX6	3.507683656216214e-06
PML	1.3292268112063411e-06
ANAPC5	3.705240996295956e-07
ARHGAP15	1.2348413653259116e-06
ARL8B	3.3393349245627797e-06
ASH2L	8.936834759420606e-07
BTBD2	1.741440488021575e-06
CDC42EP4	7.659225292979063e-06
CDKL1	1.6770326938288064e-06
CUL5	8.902690927283147e-07
DAPK2	1.880374712273709e-06
PREX2	1.6527691395579976e-06
DUSP13	5.71897528891987e-06
EIF2AK4	1.931828461916013e-06
ENC1	3.4468879787349787e-06
FANCL	9.200773155109206e-07
FBXL12	6.815239435234802e-07
FBXO34	3.2434444383045505e-06
GNA13	7.321205505147354e-07
GNB2	8.801792274538989e-07
GNB3	4.993581364301435e-07
DCAF6	2.236109671483291e-06
KATNB1	1.5364865142284543e-06
KLHL1	3.983589162525162e-06
MYO3A	1.632667407785003e-06
NAT8	2.8205300591324156e-06
NEK8	4.760736182312681e-06
NKIRAS1	1.4781669939986318e-06
NUAK2	2.6558725614011223e-06
OCLN	3.1152850340052653e-06
OXSR1	4.1633090601979125e-06
PARD6A	1.3924578834605486e-06
CDK17	6.062041507677423e-06
CDK14	2.629463480435603e-06
PLEKHB1	9.655348771147801e-06
PLEK	1.1945510771477431e-06
PPP3CC	1.1405283518610685e-06
PPP6C	2.139770986789378e-06
PREB	3.2231575971984058e-06
PRPF4	2.79948844776622e-07
RAB13	1.729806432560181e-06
RAB25	1.6841969522891591e-06
RAB33B	1.284299248207636e-06
RAB34	3.5969135539974784e-06
RAB38	2.282094931164868e-06
RAB3B	1.7044392754789732e-06
RAB6B	2.952778226545152e-06
RAN	1.1243894690139938e-06
RAP2A	9.938920679771915e-07
RASD2	6.890030977707675e-06
RHOD	2.2170976088358895e-07
RHOH	6.056164013956317e-07
RHPN2	3.090070997933659e-06
RNF130	2.9540773324690984e-06
RRH	3.638946913050965e-06
RTKN	6.30234519512207e-07
SAMD8	0.0
SAT2	4.199099432213757e-06
SKAP2	7.953358842400709e-07
SNTG1	1.4909629589416358e-06
SOCS6	3.4578327952123827e-06
STK35	1.3339473634960505e-06
STUB1	9.515194136714115e-07
STX8	1.2040594029247897e-06
STYXL1	1.22389366861665e-06
TNNT1	1.7831499895279729e-06
TSSK1B	8.212755369849902e-06
TSSK4	4.25846024473897e-06
TTC1	2.471505853258282e-06
UBD	3.841875185255575e-07
UBE2E3	9.494026863374983e-07
USP45	5.796739212050185e-07
VEPH1	1.7400956254536319e-06
WDR13	8.173448146703033e-06
DCAF12	9.876433702184691e-07
WDR61	9.6775149718763e-07
SMAD6	7.833058340935693e-07
TRAP1	1.0841777549054241e-06
RPAP3	2.6881629889657945e-06
OSR1	9.089715576879481e-07
KCNK18	0.0
UBXN1	1.3998409589682023e-06
KLHL35	7.528902038687348e-06
PLEKHJ1	8.050418036047467e-06
TTC27	3.5553937723387445e-09
TTPAL	0.0
UBE2Z	1.6000016436479208e-06
RGS19	3.6448596020553776e-06
MAP3K7	9.702743334380022e-07
FNTA	4.224074023872361e-06
TSSK1	3.9125425493333e-06
B1AMV0	0.0
HEL112	6.059172289447589e-06
FBXO24	3.2809208015488e-06
RHOBTB1	2.5281596127676677e-07
GDF11	6.025035736516339e-07
BCR	1.253513928556844e-06
EFNA1	1.0417168207977534e-06
NAA20	3.6817209226994706e-06
FKBP1B	4.187731328695099e-06
DUSP6	1.170945987216882e-06
ARHGAP31	3.5882864886708524e-07
ATG16L1	8.649218028424114e-07
NOXO1	5.001456681671599e-07
RNF138	1.477371911427158e-06
FBXW5	1.5451880778655322e-06
EIF2AK1	2.4630492162618486e-06
SETD2	3.3131853520005096e-06
POLR2J2	2.233156368010867e-06
ILKAP	1.1232747097326451e-06
FBXO44	7.538830842852993e-07
POMK	7.763105575717131e-06
MKNK2	3.297170136833825e-06
WWOX	1.1284171188278181e-06
USP21	1.4527591748701398e-06
FBXO3	5.593216399711165e-06
ARL5A	3.778853411525407e-06
WSB1	4.666752822624175e-07
SHC4	1.3600113568076493e-06
BAMBI	4.286421913480105e-07
BMP10	1.4059054257403606e-06
BMP15	1.0044582409187752e-06
BMP3	8.035882972607945e-07
BMP5	1.57552657353529e-06
BMP6	1.6519718078639591e-06
BMP7	2.201133567724079e-06
BMP8A	8.361303796684527e-07
BMP8B	1.2399715002629622e-06
GDF1	1.1869870221449574e-07
GDF10	3.309994007774595e-08
GDF15	4.241828156010693e-06
GDF2	4.2310205990407503e-07
GDF3	5.897024149756032e-08
GDF5	4.4910407105323424e-07
GDF6	3.2460852424007014e-07
GDF7	4.020908664836429e-07
GDF9	1.4525195161707122e-06
GDNF	2.078424554584819e-06
INHBA	6.952493047649729e-07
INHBB	2.9674148848006005e-07
INHBC	1.8049389339692163e-07
INHBE	2.7248511262851404e-07
LEFTY1	8.606188288386259e-07
LEFTY2	3.2938069851617362e-06
NODAL	1.1777269343964062e-06
APLN	1.0461562616169672e-05
ARHGEF18	1.1569575261113122e-06
BIRC8	9.59479668217298e-07
CAV2	1.2963120698940566e-06
CAV3	1.1581433325408191e-06
CDH5	1.1585778914034324e-06
CGN	1.2733603944066337e-06
DAXX	1.3443883026248254e-06
DLG5	2.295295904952816e-06
EIF2A	1.6733828126105003e-06
GPC1	1.3933332460077385e-06
IFNGR1	9.986693388824447e-07
LRG1	1.3487909723061499e-06
LY6H	4.61858102344689e-05
NEDD4L	7.823014856409026e-07
NLK	1.3179731121378262e-06
RASL11B	4.276435074285225e-06
SMURF1	8.033765690306622e-07
SOX11	7.054022075241529e-07
TAB2	1.1297812481791779e-06
TGFBR3	8.216858565338136e-07
USP15	1.7609647344673616e-06
WWP1	8.882119857337014e-07
TCTEX1D4	1.946760266090453e-06
RCVRN	1.0106762426011983e-06
GOPC	1.4115369078745045e-06
SP3	9.216942924386693e-07
JUND	5.944993595057256e-07
CCN2	1.3113740883746843e-06
ELF3	1.2846713983872215e-06
FLI1	1.0275465382166765e-06
FOXA1	5.363759330299951e-07
KCNH2	3.087722831599772e-06
MAP2K1	9.161381124447128e-07
MED12	3.937304145179184e-07
NEDD8	3.6779214183160993e-07
TXNIP	1.5473628139835915e-06
UBE2M	3.9262306613767614e-07
PRLR	3.8351994528335253e-07
SOCS1	1.0177049458408994e-06
NEK3	2.0429780555603795e-06
EPHB2	6.235300609537789e-07
CD19	3.3875121771039273e-06
MED21	8.805404319560799e-07
A6PW31	3.6329578341537843e-06
K7ERZ1	3.57192028541756e-06
NCKAP5	4.362977275792099e-06
EIF4G3	6.262289397720901e-07
CRCP	7.274708062684146e-07
PPM1B	1.9949300923946285e-06
FUCA1	4.096127092841382e-06
CCNO	5.631275773000044e-06
SRPK2	9.069363835112303e-07
SF3A3	3.168638587473126e-07
TARBP2	9.232839460517979e-07
NBLA10236	0.0
BRDT	1.5778113301252253e-06
DNAJC21	0.0
CEP170	4.1340985808894095e-06
Q5SWD0	3.5275616422913083e-07
BZW1	3.3444505437841803e-06
RBBP6	9.003931825807151e-07
USP38	0.0
SERBP1	1.4817656160962523e-06
BOD1L1	0.0
IPO4	1.2905569680645923e-06
ARAP3	4.976713270801169e-07
TCP11	1.2010452544905984e-06
DCUN1D4	2.100555822395623e-06
VCPIP1	2.3825014838582913e-06
SRRT	2.962414864687253e-07
MARCHF7	1.8592307709783365e-06
BIRC6	1.6532792477517287e-06
CHMP3	1.0182131572109172e-06
STK24	1.6169596887159339e-06
RHOBTB2	1.9954029101864073e-07
RHOF	7.22838534915e-08
RHOT1	1.0317521622890873e-07
RHOT2	3.250003270431075e-07
RHOU	3.247803693471052e-07
RHOV	1.1820392790456258e-07
NFATC2	6.660122132938214e-07
FGR	5.113365479641879e-07
SOS1	4.856372522256339e-07
YES1	8.126973789119927e-07
BLK	1.0282196690770229e-06
EPHA4	4.661839979367821e-07
PPP3CA	8.814650134789876e-07
RAP1A	9.078402707835636e-07
NFATC1	7.995793413533791e-07
FCGR1A	8.453837500748355e-07
FCGR2A	5.930434430838836e-07
IGHG1	3.527978035647473e-07
IGHG2	3.602424066928009e-08
IGHG3	2.4938827940200347e-07
IGHG4	3.602424066928009e-08
IGHV	1.1428809218922064e-07
IGHV1-2	1.2714452408888217e-07
IGHV1-46	1.2714452408888217e-07
IGHV1-69	2.1429302883801583e-07
IGHV2-5	2.7931645248339735e-07
IGHV2-70	2.7931645248339735e-07
IGHV3-11	3.01945717041107e-07
IGHV3-13	3.01945717041107e-07
IGHV3-23	3.1085853435416644e-07
IGHV3-30	3.01945717041107e-07
IGHV3-33	3.0194571704110693e-07
IGHV3-48	3.01945717041107e-07
IGHV3-53	3.01945717041107e-07
IGHV3-7	3.01945717041107e-07
IGHV3-9	3.01945717041107e-07
IGHV4-34	2.7931645248339735e-07
IGHV4-39	2.7931645248339735e-07
IGHV4-59	2.7931645248339735e-07
IGHV7-81	1.1428809218922064e-07
IGKC	5.438377246214932e-07
IGKV1-12	7.044335625238724e-08
IGKV1-16	7.044335625238724e-08
IGKV1-17	7.044335625238724e-08
IGKV1-33	7.044335625238724e-08
IGKV1-39	7.044335625238724e-08
IGKV1-5	1.8658700706139676e-07
IGKV1D-12	7.044335625238724e-08
IGKV1D-16	7.044335625238724e-08
IGKV2-29	7.044335625238724e-08
IGKV2-30	7.044335625238724e-08
IGKV2D-28	7.044335625238724e-08
IGKV2D-30	7.044335625238724e-08
IGKV2D-40	7.044335625238724e-08
IGKV3-11	7.044335625238724e-08
IGKV3-15	7.044335625238724e-08
IGKV3-20	7.044335625238724e-08
IGKV3D-20	7.044335625238724e-08
IGKV4-1	7.044335625238724e-08
IGKV5-2	7.044335625238724e-08
IGLC2	7.044335625238724e-08
IGLC3	6.228799224885786e-07
IGLC6	7.044335625238724e-08
IGLC7	7.044335625238724e-08
IGLV	7.044335625238724e-08
IGLV1-40	7.044335625238724e-08
IGLV1-44	7.044335625238724e-08
IGLV1-47	7.044335625238724e-08
IGLV1-51	7.044335625238724e-08
IGLV2-11	7.044335625238724e-08
IGLV2-14	7.044335625238724e-08
IGLV2-23	7.044335625238724e-08
IGLV2-8	7.044335625238724e-08
IGLV3-1	7.044335625238724e-08
IGLV3-19	7.044335625238724e-08
IGLV3-21	7.044335625238724e-08
IGLV3-25	1.7937579387455505e-07
IGLV3-27	7.044335625238724e-08
IGLV6-57	7.044335625238724e-08
IGLV7-43	7.044335625238724e-08
V1-11	5.959617051353478e-08
V1-13	5.959617051353478e-08
V1-16	5.959617051353478e-08
V1-20	5.959617051353478e-08
V1-3	5.959617051353478e-08
V1-5	5.959617051353478e-08
V1-7	5.959617051353478e-08
V1-9	5.959617051353478e-08
V2-11	5.959617051353478e-08
V2-15	5.959617051353478e-08
V2-17	5.959617051353478e-08
V2-19	5.959617051353478e-08
V2-8	5.959617051353478e-08
V3-2	5.959617051353478e-08
V3-3	5.959617051353478e-08
V3-4	5.959617051353478e-08
V4-1	5.959617051353478e-08
V4-2	5.959617051353478e-08
V4-6	5.959617051353478e-08
V5-1	5.959617051353478e-08
V5-4	5.959617051353478e-08
V5-6	5.959617051353478e-08
VEGFA	2.0141394194440387e-06
PPP3CB	5.706953481880238e-07
HLA-E	7.347009560347728e-07
NME1	2.052925195370876e-06
SHB	1.2125627897258349e-06
BLNK	4.822876821723407e-07
DAPP1	1.7235129594563525e-06
EPO	9.239094753367979e-07
IGHE	1.4761164456772322e-07
KLRC2	7.483234433038136e-07
KLRD1	5.441109065105173e-07
KLRK1	1.6193374541041645e-06
NFATC3	4.309914017926459e-07
TREM2	2.8565660929646013e-06
TXK	1.2598738040963638e-06
SNTB2	7.904840148251439e-07
STAT5A	6.54194696846068e-07
NRG2	1.268242142141215e-06
RNF41	2.187777041323765e-06
NRG4	2.3336334426172303e-06
NRG3	7.99705095268459e-08
CTGF	1.0019545216998343e-06
STAT5B	6.710573757111328e-07
NRG1	1.8791284432298463e-06
NUDCD1	3.8091392573200777e-06
RASA1	8.595754213741436e-07
ANKS1B	1.6594757484905452e-06
HIF1A	8.768853025728238e-07
EFNA5	2.305748158491778e-06
ANGPT1	5.566401252524199e-07
ANGPT2	7.036187277901413e-07
ANGPT4	5.841940722332509e-07
CBFA2T3	1.0640544898957847e-06
EFNA2	1.754838708067395e-07
EFNA4	7.471691070818449e-07
ERBIN	2.18636056261798e-06
FGF1	8.077524703293164e-07
FGF10	7.784085158670122e-07
FGF16	7.004903540879838e-07
FGF17	5.792106640270815e-07
FGF18	3.0959878466880345e-07
FGF19	1.1075448806373414e-06
FGF20	3.3300065375166166e-07
FGF22	4.2387698653861023e-07
FGF23	1.1256113295424503e-06
FGF3	6.859302652280178e-07
FGF4	1.0308271655347432e-06
FGF5	3.5694357710363297e-07
FGF6	5.568187439697274e-07
FGF7	7.87729767309944e-07
FGF8	9.270450114759711e-07
FGF9	4.060441351233089e-07
GAB2	4.6902124668813086e-07
GAB3	8.517332278137103e-08
GABRA1	1.4123583553539849e-06
GABRB1	1.2052961915189872e-06
GABRB3	1.9461123920650525e-06
GABRG2	8.547501334954476e-07
GABRG3	2.882908550075766e-07
GABRQ	3.8515007971929466e-07
IGF2	1.2793705159588147e-06
IL1RAP	8.268441924119319e-07
IL1RL1	1.1288753726956331e-06
IL33	4.073887422583589e-07
IRAK1	6.262321522459192e-07
LRIG1	4.632815605059515e-06
LRRC7	7.208665633383356e-07
MATK	1.262445551913115e-06
MEMO1	1.7581304032894392e-06
MYD88	7.175392531438334e-07
NEFL	1.9160350695602903e-06
NF1	1.1638036159187322e-06
NTF3	1.2755931826317923e-06
NTF4	8.255476899109558e-07
PDGFA	8.618271794613916e-07
PDGFB	8.804383202077544e-07
PDGFC	6.665206578798222e-07
PDGFD	2.654751512633714e-07
PGF	1.1636432194027802e-06
PRKCH	1.5170272688413894e-06
PRKCI	1.149164727974584e-06
PRKD1	1.5905388539501707e-06
PRKD3	1.9328140398129705e-06
PRL	7.832538511214577e-07
PTK6	1.066091702168586e-06
PTPN12	1.7457064134509965e-06
RASAL2	1.4964442840020192e-06
SHC2	1.6830671721187926e-07
SOS2	5.44702779693006e-07
STAT6	5.743697955841332e-07
VEGFB	1.6641967916772907e-06
VEGFC	2.1991998140066628e-06
VEGFD	1.6925428416976144e-06
EFNB1	1.3028338076858809e-06
MAPK8IP1	1.2042416301372766e-06
ABCA1	2.1307269304740008e-06
NRXN2	2.549281126332554e-06
HDAC4	1.3938644203665088e-06
EPHB1	6.105807971030243e-07
SDC3	1.683625461948598e-06
CDK16	3.4776524785543483e-06
F2RL2	1.7333371325442564e-06
LIMA1	2.588818241860222e-06
LYVE1	4.298748554602633e-06
PHLDB2	2.063227917311889e-06
RASSF1	8.817446403415688e-07
SIPA1L1	6.645738845053918e-07
CFH	5.0961518781308765e-06
CNKSR1	1.0396116235340296e-06
TCF4	6.925745890372434e-07
CDKN1B	8.508609744339601e-07
ARHGAP5	5.857740287760487e-07
WUGSC:H_GS165O14.2	1.448424690248493e-07
CTNNAL1	4.2903260279171904e-07
KIAA0142	9.0037079494682e-08
TSC1	1.2128152488323663e-06
SGSM3	1.230363914316046e-06
SCHIP1	1.404434350925259e-06
VPRBP	0.0
BYSL	1.0371548287437308e-06
TXLNB	1.062869586147034e-06
LATS1	1.6478277096331456e-06
MYBPC2	1.0425628213594275e-06
Q96BE0	6.737497712556891e-07
KDM1A	6.843920757433958e-07
MAP3K5	1.364029913219238e-06
ARAF	2.076054194568544e-06
SOX3	1.749938357339187e-06
CDKN2C	1.7486233522990307e-06
SOX4	9.374425578161296e-07
AMOTL1	2.3318178929605515e-07
TTYH2	3.9539303302560675e-06
FZR1	6.120080372761561e-07
ERMN	6.930085965691114e-07
DCHS1	3.3594911211883083e-07
DCHS2	4.790124579270195e-08
DKFZP434I0812	0.0
EZR-ROS1	0.0
FAS	1.4118182540992974e-06
FAT4	3.4830559252578024e-06
FRMD1	6.488598725158716e-07
FRMD4A	3.7867375329116434e-07
FRMD4B	2.1470033736204482e-07
FRMD6	2.142401118415457e-06
LAMP2	1.5876422163483816e-06
MADD	2.103129138518043e-06
MED28	1.0256902310359873e-06
NOP53	2.4329150747637432e-06
NUDT6	1.239325946395495e-06
PCDHJ	4.790124579270195e-08
TAX1BP3	1.3878178130128777e-06
TPT1	1.4403530803893112e-06
VIL2	0.0
WWC1	2.5205556176257497e-06
NEUROD2	8.163354589585655e-07
ARHGAP26	4.0063127365201464e-07
CDR2	8.549834306394197e-07
MARCKS	1.2493318609775849e-06
ZFAND6	2.1406320768285386e-06
CCDC85B	5.73922446083073e-07
NEFH	5.385635562527732e-07
TSGA10	5.428268678763267e-07
INTS11	1.1509028878798022e-06
MKRN3	1.0584362658511237e-06
TRAF1	5.90790201128615e-07
KRT35	5.92068198014579e-07
MID2	7.805234826897593e-07
ZRANB1	6.192250111757688e-07
SPAG5	6.17832583672222e-07
KRT19	1.219649988476184e-06
SERTAD3	1.8886248260546602e-06
MIPOL1	1.0379810532811987e-06
CCDC138	1.0784169312494809e-06
UBR2	3.0346897456426634e-07
ARSA	5.045759661717996e-06
KRT37	1.0015592853660807e-06
LRRC61	8.093371854427206e-06
STX11	1.5020680801865984e-06
KIAA1328	8.902194767969744e-07
DYDC1	3.6473160362464205e-06
EIF3F	1.1810053047478153e-06
SMYD3	3.426011806596991e-06
KRT16	1.2210174186519468e-06
SYCE3	4.876389729227378e-07
SSX2IP	1.1530156098216732e-06
MID1	6.822986173616387e-07
ZNF282	1.4521030782951624e-06
CEP57L1	1.5076870497081764e-06
BUD23	2.9866089345611884e-07
SPRR2D	1.5862767125029622e-06
CHRM1	7.86007001041847e-07
CHRM5	5.535758980216699e-07
H3-3A	4.921848058992232e-07
H3C1	5.365254387741407e-07
HIST2H3A	4.1939358817538356e-07
KDM4C	2.9459584413353513e-07
MAP3K20	8.890479175003292e-07
MEFV	6.970446516244605e-07
NCOA2	5.747003370619936e-07
EPB42	5.926256133869908e-06
RHAG	1.4443891842349638e-06
OBSCN	7.673528647310924e-07
NBPF3	2.5415410486500957e-05
SLC4A1	2.1720415775813383e-06
PLDN	1.4326832815641588e-06
ITPR3	1.5912191426965498e-06
SLC4A3	2.366459562413556e-06
NRM	1.3074254023515276e-06
EMP1	1.3702389638776723e-06
RBFA	1.1613759158815705e-06
FXYD3	1.0033110100011572e-06
RTP2	1.3645626043257094e-07
SLC30A8	1.0556890412800768e-06
TMEM203	1.046569016034652e-06
STRIT1	8.262807371862568e-07
ARFGAP1	1.7388792677029946e-06
SCN5A	1.9027512425113925e-06
ARFGAP2	3.743040021740545e-08
ARFGAP3	1.2981400696144416e-06
BET1L	2.954662515346111e-07
CHL1	2.2485798808555166e-06
GBF1	2.1832856183059073e-06
GOSR1	3.561785361602227e-07
GOSR2	9.286803237136167e-07
ITPR1	1.8707236099035374e-06
ITPR2	1.0909213920963967e-06
KCNQ2	2.799955893329901e-06
KCNQ3	1.0163918806230227e-06
SCN1B	3.2977473857978657e-06
CALM1	7.290650159530211e-07
MORN4	8.5781892267833e-07
BACH1	5.305593320061116e-07
NAT2	1.4741900133019385e-06
CDH13	8.683015729328766e-07
ITIH5	1.0443220945480585e-06
PLXNB1	1.0265951424403576e-06
PLXNB2	1.7314678519350384e-06
LPAR1	2.1316900777305004e-06
LPAR2	2.930426996984669e-06
NEO1	6.769245268565362e-07
PLXNB3	1.7741558508407615e-06
RND1	9.930846784186697e-07
SEMA4D	7.648634367139641e-07
IARS	1.115220566011331e-06
CELSR2	4.739681535015812e-07
EEF1D	2.730909603639497e-06
EPRS1	1.0218755197370753e-06
ASNS	2.9049372860881006e-06
AARS1	5.796847124587407e-07
MAP3K10	1.6208799299031963e-06
GFPT1	7.927075148595571e-07
PLA2G2A	2.133740215906489e-06
SELP	7.99461251565646e-07
SELPLG	1.4119420895215024e-06
CCL8	8.317509843400294e-07
ADAMTS1	3.556869280834721e-06
FBLN1	1.908698782959511e-06
XCL1	1.6736322281122896e-06
CCL20	1.7337669159263302e-06
FBLN2	1.2805309410430587e-06
RAB19	4.983515707824452e-06
HSFX1	2.1372495630732713e-06
HSFX2	1.8718507401458655e-06
B3GALT6	1.1747649692538997e-06
B3GAT1	6.495066558069724e-07
B3GAT2	3.020718189809352e-07
B3GAT3	3.920800108831263e-06
B4GALT7	5.919827150748095e-06
XYLT1	3.953295077584743e-07
XYLT2	3.020718189809352e-07
ANOS1	9.908226229656722e-07
BGN	1.2682962008035244e-06
CD14	1.0609242323672058e-06
CHPF	6.3330747751023225e-06
CHPF2	0.0
CHST11	0.0
CHST12	0.0
CHST13	2.2095253436988288e-06
CHST14	0.0
CHST15	1.0751006388386477e-05
CHST3	0.0
CHST7	0.0
CHST9	4.493072735205316e-07
CHSY1	0.0
CHSY3	0.0
CSGALNACT1	8.08884558523825e-07
